,Index,DATE,REVIEW,RATING,Polarity,Subjectivity,Lemmas
90,91,2017-10-19 12:32:00,"I am writing in this format because 3 customer surveys failed to open when I pressed the ""Next"" button. Perhaps I should have called Canon tech support again?

I want to complement 3 people that I had contact with who really are deserving of the highest praise. There were different problems in
installing the driver for my scanner on the TS9020. Joelle led me through the first one. Another issue and multi tasked installation and cancellation was led by Charlie from Alberquerque. He consulted manuals and scratched his head over some of the items I reported on my screen but was able to help me unscramble some incorrect routing on my computer/printer hook up.Michael was the last agent consulted
and I have an interesting comparison for you in his case . The night before I called gmail support because emails were printing in a truncated format. After seizing my screen they weren't able to resolve the problem. Your man Michael ran me through some adjustments and happily the problem was resolved. I really was struggling with these problems and I am happy to say there is an efficiency to your operation that I like.",neg,0.27499999999999997,0.4821428571428572,"['write', 'format', 'customer', 'survey', 'fail', 'open', 'press', 'next', 'button', 'perhaps', 'call', 'canon', 'techsupport', 'want', 'complement', 'people', 'contact', 'really', 'deserve', 'high', 'praise', 'different', 'problem', 'instal', 'driver', 'scanner', 'joelle', 'lead', 'first', 'one', 'another', 'issue', 'multi', 'tasked', 'installation', 'cancellation', 'lead', 'charlie', 'alberquerque', 'consult', 'manual', 'scratch', 'head', 'item', 'report', 'screen', 'able', 'help', 'unscramble', 'incorrect', 'rout', 'computerprinter', 'hook', 'upmichael', 'last', 'agent', 'consult', 'interest', 'comparison', 'case', 'night', 'call', 'gmail', 'support', 'email', 'printing', 'truncate', 'format', 'seize', 'screen', 'able', 'resolve', 'problem', 'man', 'michael', 'ran', 'adjustment', 'happily', 'problem', 'resolve', 'really', 'struggle', 'problem', 'happy', 'say', 'efficiency', 'operation', 'like']"
91,92,2017-10-19 06:25:00,"I contacted Canon to help me with getting my copier to print from my Andriod phone. I was in contact with David station #69 and I can tell you he is the most patience person I ever spoke with. He certainly is a great Canon employee.



Thanks, Bob T.",neg,0.5,0.48333333333333334,"['contact', 'canon', 'help', 'get', 'copier', 'print', 'andriod', 'phone', 'contact', 'david', 'station', 'tell', 'patience', 'person', 'ever', 'spoke', 'certainly', 'great', 'canon', 'employee', 'thanks', 'bob']"
92,93,2017-08-09 11:25:00,We were having trouble with our printer and were fortunate to have Jose as our support team. He was most patient with us as we are not Technical . He is also very knowledgeable. He took his time with us and answered all our concerns.,neg,0.18,0.36,"['trouble', 'printer', 'fortunate', 'jose', 'support', 'team', 'patient', 'u', 'technical', 'also', 'knowledgeable', 'take', 'time', 'u', 'answer', 'concern']"
93,94,2017-04-19 12:05:00,"Rarely do I take the time to answer, or seek to do a survey based on services. However, there are exceptions to everything; I don't know how to properly thank your Customer Support person but I have to at least try to convey to you the appreciation of him assisting me. Fairly new to the photography world, he walked me through unfamiliar areas of frustration (with my Cannon 70D) with such clearity and precise instruction, that I found myself elated, and screaming in his ear (sorry Chris)with a new understanding for my CAMERA.

No longer will I waste my time with sales reps (sorry reps,some are great) on the knowledge of a Cannon product. With a Customer Service Support team displaying patience and knowledge, like Chris showed me, I will continue to purchase your products with confidence, knowing that if I ever need assistance or have any questions, a Cannon representative is there, ready to HELP me. Thank you greatly Chris!",neg,0.11328671328671328,0.5853146853146852,"['rarely', 'take', 'time', 'answer', 'seek', 'survey', 'base', 'service', 'however', 'exception', 'everything', 'knowhow', 'properly', 'thank', 'customer', 'support', 'person', 'least', 'try', 'convey', 'appreciation', 'assist', 'fairly', 'new', 'photography', 'world', 'walk', 'unfamiliar', 'area', 'frustration', 'cannon', 'clearity', 'precise', 'instruction', 'found', 'elate', 'scream', 'ear', 'sorry', 'chris', 'new', 'understand', 'camera', 'longer', 'waste', 'time', 'sale', 'rep', 'sorry', 'rep', 'great', 'knowledge', 'cannon', 'product', 'customerservice', 'support', 'team', 'display', 'patience', 'knowledge', 'like', 'chris', 'show', 'continue', 'purchase', 'product', 'confidence', 'know', 'ever', 'need', 'assistance', 'question', 'cannon', 'representative', 'ready', 'help', 'thankyou', 'greatly', 'chris']"
94,95,2017-03-13 19:20:00,"service agent Dillion...I am 84 years of age, he was so patient with me. as it turned out my AVG had blocked my computer from acknowledging my printer...

Very sharp young man.",neg,-0.03125,0.6875,"['service', 'agent', 'dillion', 'year', 'age', 'patient', 'turn', 'avg', 'block', 'computer', 'acknowledge', 'printer', 'sharp', 'youngman']"
95,96,2017-02-22 20:03:00,i like to thank james for helping me today with my printer a canon mx470 .he was very patient with me and help me out with my problem.thank you,neg,0.2,0.3,"['like', 'thank', 'james', 'help', 'today', 'printer', 'canon', 'he', 'patient', 'help', 'problemthank']"
96,97,2016-12-11 05:54:00,"I called Direct Source Copiers in CA & ordered a copier ""on sale"" for $1,999. & added a toner bringing my total to $2,149. on October 31st afternoon. The money was withdrawn from my account on November 1st. My son gave me a similar printer that evening so I called emailed Direct Source Copiers at 8:36 AM on November 2nd to request a cancellation. David ? called and said it was already being delivered (even though I was originally told it would take a week to 10 days to get it) and so I would be charged up to $300. shipping and a re-stock fee.
The next day he let me know ALL I would have to pay is the $150. re-stock fee.
I still have not received my refund and it will be 6 weeks soon.
He says Canon refunded but did not deduct the $150. re-stock fee so it's taking longer.
I have tried to file a complaint but the CA BBB doesn't allow me to for some reason.
I would like for someone in charge at Canon to see my mail and understand that, for 1 thing, the charge for a re-stock is unfair since I notified the dealer the next day I wanted to cancel and also - why is it taking so long to get my refund? I should be able to charge interest on my money.
Please forward this to someone who is able to help. I'd be glad to forward the emails between myself and the dealer.
I would appreciate it.",neg,0.08750000000000001,0.46785714285714286,"['call', 'direct', 'source', 'copier', 'ca', 'order', 'copier', 'sale', 'add', 'toner', 'bring', 'total', 'october', 'afternoon', 'money', 'withdrawn', 'account', 'november', 'son', 'give', 'similar', 'printer', 'even', 'call', 'email', 'direct', 'source', 'copier', 'november', 'request', 'cancellation', 'david', 'call', 'say', 'already', 'deliver', 'eventhough', 'originally', 'told', 'would', 'take', 'week', 'day', 'would', 'charge', 'shipping', 'restock', 'fee', 'next', 'day', 'let', 'know', 'would', 'pay', 'restock', 'fee', 'still', 'receive', 'refund', 'week', 'soon', 'say', 'canon', 'refund', 'deduct', 'restock', 'fee', 'take', 'longer', 'try', 'file', 'complaint', 'ca', 'bbb', 'allow', 'reason', 'would', 'like', 'someone', 'charge', 'canon', 'see', 'mail', 'understand', 'thing', 'charge', 'restock', 'unfair', 'since', 'notify', 'dealer', 'next', 'day', 'want', 'cancel', 'also', 'take', 'long', 'refund', 'able', 'charge', 'interest', 'money', 'please', 'forward', 'someone', 'able', 'help', 'd', 'glad', 'forward', 'email', 'dealer', 'would', 'appreciate']"
97,98,2016-11-24 03:11:00,"Dear Madam/Sir,
I have purchased Canon EOS 700D DSLR camera on 18 Oct 2016 from Amazon.in , Invoice D1fKI90GN (Invoice number: TG-HYD7-141011551-719. The Camera was delivered by CAPITAL PHOTO SERVICES PRIVATE LIMITED, Sy Nos.241-244, 275-284 , Penjerla (V) , Kootur(M), Mahabubnagar dist. Hyderabad-509228. I have tested camera with lens 18-55mm and I fount it satisfactory.However, when I used camera on 30th Oct 2016 with lens 55-250 mm I observed some focus issue , then I contacted Amazon for return on 01 November 2016 but they refused to return as the time of return was only 10 days. Amazon suggested us to contact service centre. I given the lens to service centre on 5th November,2016, CD:1600000673106 they accepted the lens but refused to replace it . Service centre has refused to replace it and stressing me to accept repaired lens.
Canon is a esteemed company this type of service of giving defective product and refusing it replace it with new one was not accepted from Canon. I request you to kindly replace it with new lens.
Yours truly,

Ashok Jadav,
11 Ramkumar Jagerdev Chawl,
Behind Kaju Pada police Station,
Sudham Nagar, Kaju Pada Road, Borivali East,
Mumbai, Maharashtra-400066, India.",neg,0.05732838589981447,0.575278293135436,"['dear', 'madamsir', 'purchase', 'canon', 'eos', 'dslr', 'camera', 'oct', 'amazonin', 'invoice', 'invoice', 'number', 'camera', 'deliver', 'capital', 'photo', 'service', 'private', 'limited', 'sy', 'penjerla', 'v', 'kootur', 'mahabubnagar', 'dist', 'test', 'camera', 'lens', 'fount', 'satisfactoryhowever', 'use', 'camera', 'oct', 'lens', 'mm', 'observe', 'focus', 'issue', 'contact', 'amazon', 'return', 'november', 'refuse', 'return', 'time', 'return', 'day', 'amazon', 'suggest', 'u', 'contact', 'service', 'centre', 'give', 'lens', 'service', 'centre', 'accepted', 'lens', 'refuse', 'replace', 'service', 'centre', 'refuse', 'replace', 'stress', 'accept', 'repair', 'lens', 'canon', 'esteem', 'company', 'type', 'service', 'give', 'defective', 'product', 'refuse', 'replace', 'new', 'one', 'accepted', 'canon', 'request', 'kindly', 'replace', 'new', 'lens', 'truly', 'ashok', 'jadav', 'ramkumar', 'jagerdev', 'chawl', 'behind', 'kaju', 'pada', 'police', 'station', 'sudham', 'nagar', 'kaju', 'pada', 'road', 'borivali', 'east', 'mumbai', 'india']"
98,99,2016-10-01 22:24:00,SIR I BUY CANON PIXMA E460 printer.my photo studio work is passport size photo [8copies].but this printer set up is passport sizephoto [6copies]. because your setup get [usless] white boarder i need remove this [usless] white boarder.maxi photo is disturb this [usless] white boarder.pls canon company must answer and salve my prablem,neg,0.0,0.0,"['sir', 'buy', 'canon', 'pixma', 'printermy', 'photo', 'studio', 'work', 'passport', 'size', 'photo', 'but', 'printer', 'setup', 'passport', 'sizephoto', 'setup', 'usless', 'white', 'boarder', 'need', 'remove', 'usless', 'white', 'boardermaxi', 'photo', 'disturb', 'usless', 'white', 'boarderpls', 'canon', 'company', 'must', 'answer', 'salve', 'prablem']"
99,100,2016-09-27 16:59:00,"I purchased a MG5220 Canon printer and have had a great experience until all of a sudden, I got a U052 error message and the printer will not work. I looked online for a fix and did all of the appropriate things that it mentioned several times and no luck. In deperation, I called Canon customer service. I was cut off from the first CSR so I called back, started from scratch and after trying several things, the CSR and I realized that a fix was not to be without buying a new Printer Head. I could not locate my sales receipt and so he was not able to send me a new printer head for free. I asked if I could buy one and he said no that I would have to try and find one at a parts place that sells them. I am VERY frustrated knowing that Canon has the part I supposedly need and that they will not sell me the part. Also, after going online, I realize that there was a class action suit filed against Canon regarding this issue but of course that was not mentioned. So, as of now, I am without a printer, in need of a printer head. Incidentally, I just purchsed 2 sets of new print cartridges for my printer that I cannot use. I will not buy another Canon product! All Canon would have to do is willingly send me a printer head.",neg,0.10554545454545455,0.39879797979797976,"['purchase', 'canon', 'printer', 'great', 'experience', 'sudden', 'get', 'error', 'message', 'printer', 'work', 'look', 'online', 'fix', 'appropriate', 'thing', 'mention', 'severaltimes', 'luck', 'deperation', 'call', 'canon', 'customerservice', 'cut', 'first', 'csr', 'call', 'back', 'start', 'scratch', 'try', 'several', 'thing', 'csr', 'realize', 'fix', 'without', 'buying', 'new', 'printer', 'head', 'could', 'locate', 'sale', 'receipt', 'able', 'send', 'new', 'printer', 'head', 'free', 'ask', 'could', 'buy', 'one', 'say', 'would', 'try', 'find', 'one', 'part', 'place', 'sell', 'frustrate', 'know', 'canon', 'part', 'supposedly', 'need', 'sell', 'part', 'also', 'go', 'online', 'realize', 'class', 'action', 'suit', 'file', 'canon', 'regard', 'issue', 'course', 'mention', 'without', 'printer', 'need', 'printer', 'head', 'incidentally', 'purchsed', 'set', 'new', 'print', 'cartridge', 'printer', 'use', 'buy', 'another', 'canon', 'product', 'canon', 'would', 'willingly', 'send', 'printer', 'head']"
100,101,2016-09-19 01:02:00,"Pune Authorized Canon Service Centre ASF Pune 1
I am loyal Canon DSLR user with a portfolio of lenses. I had given my 7d for routine servicing to your Pune Authorized Service centre ( ASF 1 ) on 30 July 2016 and collected it back next week.


However receipt ( bill ) for the payment of charges of Rs. 2900.00 was not provided as it could not be printed due to some "" technical reasons "" and I was promised that it shall be sent on email.

In the third week of Aug 2016, I had gone to the centre to collect my duly serviced 100-400 lens and reminded them about pending bill. I was once again assured that it shall be sent on email - it was not readily available that day also.

On 16th Sept. I reminded them once again on phone and email - no response.

On 19th Sept - when I called them, I received a Rude Reply "" Why are you making a big fuss about such a small issue... ? ""

Not only I am insulted but shocked at such poor standards of customer service at a Reputed Brand Like Canon.

All I was asking for a Bill and no Favours !!!",neg,-0.13486111111111113,0.41388888888888886,"['pune', 'authorize', 'canon', 'service', 'centre', 'asf', 'pune', 'loyal', 'canon', 'dslr', 'user', 'portfolio', 'lens', 'give', 'routine', 'service', 'pune', 'authorize', 'service', 'centre', 'asf', 'july', 'collect', 'back', 'next', 'week', 'however', 'receipt', 'bill', 'payment', 'charge', 'r', 'provide', 'could', 'print', 'due', 'technical', 'reason', 'promise', 'shall', 'sent', 'email', 'third', 'week', 'aug', 'go', 'centre', 'collect', 'duly', 'service', 'lens', 'remind', 'pending', 'bill', 'assure', 'shall', 'sent', 'email', 'readily', 'available', 'day', 'also', 'sept', 'remind', 'phone', 'email', 'response', 'sept', 'call', 'receive', 'rude', 'reply', 'make', 'big', 'fuss', 'small', 'issue', 'insult', 'shock', 'poor', 'standard', 'customerservice', 'repute', 'brand', 'like', 'canon', 'ask', 'bill', 'favour']"
101,102,2016-08-15 17:19:00,I recently purchased a Canon PowerShot SX720 HS I was very much looking forward to utilizing the Wifi features of the camera I AM HIGHLY DISSAPOINTED to discover that Canon does not have software drivers available for my OS. My desktop is an iMac running the latest El Capitan OS X. This camera was released this year (2016) New camera-latest OS X-NO GOOD REASON TO NOT HAVE THE COMPATIBLE DRIVERS AVAILABLE. To add insult to injury...my new WIFI CAPABLE CAMERA did not come with a USB cable to work with my less than one year old computer. GO FIGURE,neg,0.23550505050505052,0.410479797979798,"['recently', 'purchase', 'canon', 'powershot', 'h', 'much', 'look', 'forward', 'utilize', 'wifi', 'feature', 'camera', 'highly', 'dissapointed', 'discover', 'canon', 'software', 'driver', 'available', 'o', 'desktop', 'imac', 'run', 'late', 'el', 'capitan', 'o', 'x', 'camera', 'release', 'year', 'new', 'cameralatest', 'o', 'xno', 'good', 'reason', 'compatible', 'driver', 'available', 'add', 'insult', 'injury', 'new', 'wifi', 'capable', 'camera', 'come', 'usb', 'cable', 'work', 'lessthan', 'one', 'yearold', 'computer', 'go', 'figure']"
102,103,2016-07-28 15:40:00,Having problems with their printer after one week. Having problems getting adequate tech support. They don't know what's going on.,neg,0.3333333333333333,0.3333333333333333,"['problem', 'printer', 'one', 'week', 'problem', 'get', 'adequate', 'techsupport', 'know', 'go']"
103,104,2016-06-03 07:53:00,"I was having problems with my canon mx 922 wireless printer and called customer service. I reached Leah,who was patient, supportive and really helpful.This is the 2nd time i have used customer service and both times I was extremely satisfied and the problem was resolved. I will continue to use Canon products because of people like Leah,



david Ofman",neg,0.3,0.55,"['problem', 'canon', 'mx', 'wireless', 'printer', 'call', 'customerservice', 'reach', 'leah', 'patient', 'supportive', 'really', 'helpfulthis', 'time', 'use', 'customerservice', 'time', 'extremely', 'satisfied', 'problem', 'resolve', 'continue', 'use', 'canon', 'product', 'people', 'like', 'leah', 'david', 'ofman']"
104,105,2016-05-03 11:06:00,My PC uploaded Windows 10 which I have no idea how to use it. I needed to scan some documents. I didn't know how. So I called Canon Printer/Scanner Helpline. A lovely lady name Barbara came on the phone. She was heaven sent. She was so kind to walk me though every single step without any problem. Canon is very lucky to have her on their staff. She's beyond the best!. I only hope that she can answer all the phone calls from people like me. Thank you Barbara for you assistance. Very much appreciated. Your pal Maria,neg,0.38027210884353746,0.6091836734693876,"['pc', 'uploaded', 'idea', 'use', 'need', 'scan', 'document', 'knowhow', 'call', 'canon', 'printerscanner', 'helpline', 'lovely', 'lady', 'name', 'barbara', 'come', 'phone', 'heaven', 'sent', 'kind', 'walk', 'though', 'every', 'single', 'step', 'without', 'problem', 'canon', 'lucky', 'staff', 'beyond', 'best', 'hope', 'answer', 'phone', 'call', 'people', 'like', 'thankyou', 'barbara', 'assistance', 'much', 'appreciate', 'pal', 'maria']"
105,106,2016-05-03 10:20:00,"Bought a Canon printer- not a cheap one- a few months ago and has just displayed an error code.Because I cant find my receipt- even though Canon have confirmed that this model only came out in September 2015 they wont honour a manufacturers warrant. Nobody wants to know! Trying to get a number for their complaints dept, is as bad as trying to get a doctors appt...will NEVER buy Canon again!",neg,-0.10416666666666663,0.5944444444444444,"['bought', 'canon', 'printer', 'cheap', 'one', 'month', 'ago', 'displayed', 'error', 'codebecause', 'cant', 'find', 'receipt', 'eventhough', 'canon', 'confirm', 'model', 'come', 'september', 'wont', 'honour', 'manufacturer', 'warrant', 'nobody', 'want', 'know', 'try', 'number', 'complaint', 'dept', 'bad', 'try', 'doctor', 'appt', 'never', 'buy', 'canon']"
106,107,2016-04-07 09:25:00,"Ref no 1-7579719084. A very mixed review. Andrew was polite and helpful, but never sent the promised email. And yes, I checked in junk emails just in case.",neg,0.0,0.325,"['ref', 'mixed', 'review', 'andrew', 'polite', 'helpful', 'never', 'sent', 'promise', 'email', 'yes', 'checked', 'junk', 'email', 'case']"
107,108,2016-04-06 14:43:00,"I contacted Canon technical support about a problem with my printer. I had already tried all of the troubleshooting in the manual. I wasted 1 1/2 hours with ""senior technical support"" people just reading the troubleshooting from the manual, then telling me about the great deal I can get on a new Canon.

I finally reach a representative who admitted they don't really provide any information which isn't available in the manual, and that after that they are supposed to start the sales pitch.",neg,0.16704545454545455,0.3755681818181818,"['contact', 'canon', 'technicalsupport', 'problem', 'printer', 'already', 'try', 'troubleshoot', 'manual', 'waste', 'hour', 'senior', 'technicalsupport', 'people', 'reading', 'troubleshoot', 'manual', 'tell', 'great', 'deal', 'new', 'canon', 'finally', 'reach', 'representative', 'admit', 'really', 'provide', 'information', 'available', 'manual', 'suppose', 'start', 'sale', 'pitch']"
108,109,2016-04-06 09:45:00,"Customer service is terrible! I telephoned a few minutes ago to customer service. The representative on the phone was rude to me and hung up! I complainted about canon battery not holding a charge very long and ask if a make a better battery. I talked to friends and they have same problem with Cannon camera battery. I rate them zero for customer service. PS The camera takes a good pictures, but battery doesn't hold a charge very long.",neg,-0.06312499999999999,0.49562500000000004,"['customer', 'service', 'terrible', 'telephone', 'minute', 'ago', 'customerservice', 'representative', 'phone', 'rude', 'hungup', 'complainted', 'canon', 'battery', 'hold', 'charge', 'long', 'ask', 'make', 'well', 'battery', 'talk', 'friend', 'problem', 'cannon', 'camera', 'battery', 'rate', 'zero', 'customerservice', 'p', 'camera', 'take', 'good', 'picture', 'battery', 'hold', 'charge', 'long']"
109,110,2016-04-05 02:00:00,"Product Serial Number: [Serial number removed per forum guidelines]

Date of Purchase: 11/27/2015



I bought cannon SX520 HS camera [NEW].

When inserting memory card, it shows memory card error.

But same memory card working good in other cameras.

Memory card: 32GB, SanDisc, Class 10.



This camera was bought in US, now I am in India.

I took cannon to service center in India, they said USA warranty cannot be applied here.

Now they say PCB UNIT have to be replaced.



PCB UNIT defect and to be replace



Part Charges Rs.2518/-

Service Charge Rs.750/-

Service Tax Rs.105/-

Total Charges Rs.3373/-



I bought this for 99$ + tax.

I have not even took a single photo, it needs a service for 60$ (3373Rs + some other charge).

I can't afford so much for a repair, it is better to buy a new once than to use this repaired one (not canon again)




I contact both US and India support, both refused to help me.

They cant waive off the service charge.

They cant extend my warranty.

They cant even give discount for the repair.

Total waste of my money.

How could cannon sell such a useless product? Don't they test it before selling?

Just insert card and it shows Memory card error.



I post this question just to show how bad Canon product could be, don't trust them.",neg,-0.05286478227654697,0.4273554876496053,"['product', 'serial', 'number', 'serial', 'number', 'remove', 'per', 'forum', 'guideline', 'date', 'purchase', 'bought', 'cannon', 'h', 'camera', 'new', 'insert', 'memory', 'card', 'show', 'memory', 'card', 'error', 'memory', 'card', 'work', 'good', 'camera', 'memory', 'card', 'sandisc', 'class', 'camera', 'bought', 'u', 'india', 'take', 'cannon', 'service', 'center', 'india', 'say', 'usa', 'warranty', 'apply', 'say', 'pcb', 'unit', 'replace', 'pcb', 'unit', 'defect', 'replace', 'part', 'charge', 'service', 'charge', 'service', 'tax', 'total', 'charge', 'bought', 'tax', 'even', 'take', 'single', 'photo', 'need', 'service', 'charge', 'cant', 'afford', 'much', 'repair', 'well', 'buy', 'new', 'use', 'repair', 'one', 'canon', 'contact', 'u', 'india', 'support', 'refuse', 'help', 'cant', 'waive', 'service', 'charge', 'cant', 'extend', 'warranty', 'cant', 'even', 'give', 'discount', 'repair', 'total', 'waste', 'money', 'could', 'cannon', 'sell', 'useless', 'product', 'test', 'sell', 'insert', 'card', 'show', 'memory', 'card', 'error', 'post', 'question', 'show', 'bad', 'canon', 'product', 'could', 'trust']"
110,111,2016-03-25 16:48:00,"Had a bad day with Canon Customer Service that a loyal and long-time consumer of Canon products didn't see coming. Our three year old MX892 came down with the terminal B200 error. Did I mention we bought $85 of print cartridges a month ago? Asking to return or exchange them I was told immediately that I didn't fall in their 14 day return policy. They're telling a guy with a history of 6 Canon printers, 2 DLSR Canon cameras, more Canon point and shoot cameras than I can count that they couldn't help me. I also told them I had just ordered a new Canon MX922 to replace our now dead MX892. That didn't phase them either. After expressing my disappointment, they finally offered to send me complimentary ink for my new printer but needed a serial number. How could I do that when ""I just ordered it""! By now I couldn't be more upset knowing a 3 year old printer is toast while staring at $85 of ink I can't use and a die-hard Canon customer got absolutely no satisfaction. I didn't think this type of corporate insensitivity still existed. Nikon has become my new favorite camera brand and Epson will get my business in the future...Good Grief!",neg,0.0011644219977553494,0.49736251402918064,"['bad', 'day', 'canon', 'customerservice', 'loyal', 'longtime', 'consumer', 'canon', 'product', 'see', 'come', 'three', 'yearold', 'come', 'terminal', 'error', 'mention', 'bought', 'print', 'cartridge', 'month', 'ago', 'ask', 'return', 'exchange', 'told', 'immediately', 'fall', 'day', 'return', 'policy', 're', 'tell', 'guy', 'history', 'canon', 'printer', 'dlsr', 'canon', 'camera', 'canon', 'point', 'shoot', 'camera', 'count', 'could', 'help', 'also', 'told', 'order', 'new', 'canon', 'replace', 'dead', 'phase', 'either', 'express', 'disappointment', 'finally', 'offer', 'send', 'complimentary', 'ink', 'new', 'printer', 'need', 'serial', 'number', 'could', 'order', 'could', 'upset', 'know', 'yearold', 'printer', 'toast', 'star', 'ink', 'cant', 'use', 'diehard', 'canon', 'customer', 'get', 'absolutely', 'satisfaction', 'think', 'type', 'corporate', 'insensitivity', 'still', 'exist', 'nikon', 'become', 'new', 'favorite', 'camera', 'brand', 'epson', 'business', 'future', 'good', 'grief']"
111,112,2016-03-21 08:56:00,I was having difficulty setting up my wireless printer with my new IPad. Anthony was very patient and knowledgeable. He walked me through each step slowly and easily. He tried to make me feel comfortable with the steps needed. Excellent customer service.,neg,0.3116161616161616,0.6313131313131314,"['difficulty', 'settingup', 'wireless', 'printer', 'new', 'ipad', 'anthony', 'patient', 'knowledgeable', 'walk', 'step', 'slowly', 'easily', 'try', 'make', 'feel', 'comfortable', 'step', 'need', 'excellent', 'customerservice']"
112,113,2016-03-14 19:53:00,"There's an old expression that REALLY holds true with technology. There may be many versions, but this one is the polite one. 'If it aint broken, don't mess with it.' Then why did you guys at Canon change something that was setting records of 'good' all over the planet or at least in my world. The MX830 ran flawless for three years straight! Not one time did it even have a slight hickup. It was amaizing....the best printer I've ever owned!! Light years ahead of the same category printers of Hp and Brothers. After three years if had its first malfunction and then you 'so called genius IT people' figured it was possible to improve on perfection. WRONG!!!! You came out with the MX922, so inferior and full of bugs you should be ashamed at even stamping the Canon name on this inferior piece of junk. I have had continuous malfunction issues, nearly every week I've owned it. Machines like this MX922 is what alienates this once loyal customer. You guys actually lost or will lose market share with this most terrible 'Edsel', if you will. I would not recommend this printer to anyone unless they enjoy stressing out with constant malfunction issues, constantly have to reset settings because near automatic default settings seem to kick in even after reset correctly time and time again.

Anna showe great patience, understanding, and skill to help reset this inferior machine as the third technician having done so, only to witness tomorrow, the same or similar manifestation of something obviously of no human inteligence, yet appearing kin to 'Chucky'. Sometimes I wonder. Words to the wise: RECALL MX922 and BRING BACK MX830, a true record breaking phenomenon of superior reliability.",neg,0.16328828828828829,0.4817567567567567,"['old', 'expression', 'really', 'hold', 'true', 'technology', 'may', 'many', 'version', 'one', 'polite', 'one', 'if', 'aint', 'broken', 'mess', 'guy', 'canon', 'change', 'something', 'set', 'record', 'good', 'planet', 'least', 'world', 'ran', 'flawless', 'three', 'year', 'straight', 'one', 'time', 'even', 'slight', 'hickup', 'amaizing', 'best', 'printer', 've', 'ever', 'own', 'light', 'year', 'ahead', 'category', 'printer', 'hp', 'brother', 'three', 'year', 'first', 'malfunction', 'so', 'call', 'genius', 'people', 'figure', 'possible', 'improve', 'perfection', 'wrong', 'come', 'inferior', 'full', 'bug', 'ashamed', 'even', 'stamp', 'canon', 'name', 'inferior', 'piece', 'junk', 'continuous', 'malfunction', 'issue', 'nearly', 'every', 'week', 've', 'own', 'machine', 'like', 'alienates', 'loyal', 'customer', 'guy', 'actually', 'lose', 'lose', 'market', 'share', 'terrible', 'edsel', 'would', 'recommend', 'printer', 'anyone', 'unless', 'enjoy', 'stress', 'constant', 'malfunction', 'issue', 'constantly', 'reset', 'setting', 'near', 'automatic', 'default', 'setting', 'seem', 'kick', 'even', 'reset', 'correctly', 'time', 'time', 'anna', 'showe', 'great', 'patience', 'understand', 'skill', 'help', 'reset', 'inferior', 'machine', 'third', 'technician', 'do', 'witness', 'tomorrow', 'similar', 'manifestation', 'something', 'obviously', 'human', 'inteligence', 'yet', 'appear', 'kin', 'chucky', 'sometimes', 'wonder', 'word', 'wise', 'recall', 'bring', 'back', 'true', 'record', 'break', 'phenomenon', 'superior', 'reliability']"
113,114,2016-03-13 15:03:00,"Some of the features with cannon printer not available because my ink has run out, have just spent one and a half hour trailing through the cannon site to replace the ink, UNSUCCESSFULLY, because the search wont recognise what I am requesting, which has been copied from the previous ink packet. I am wondering how I get guenuine replacement cartridges for my cannon printer. I am loosing the will to live, and thoroughly fed up with Cannon product support. If I could afford I would buy a new printer from another Company.",neg,-0.0601010101010101,0.29797979797979796,"['feature', 'cannon', 'printer', 'available', 'ink', 'run', 'spent', 'one', 'half', 'hour', 'trail', 'cannon', 'site', 'replace', 'ink', 'unsuccessfully', 'search', 'wont', 'recognise', 'request', 'hasbeen', 'copy', 'previous', 'ink', 'packet', 'wonder', 'guenuine', 'replacement', 'cartridge', 'cannon', 'printer', 'loose', 'live', 'thoroughly', 'fed', 'cannon', 'product', 'support', 'could', 'afford', 'would', 'buy', 'new', 'printer', 'another', 'company']"
114,115,2016-03-09 07:40:00,"Absolutely non-existant customer support. They have rigged their phon e line to recognize if you have previously called in (as in, 30 minutes earlier). When they do answer, a voice tells you someone will help you in a few minutes, then you get switched to another robot who basically says ""get off of our phone line, and go to the website for your help"".. Problem is, the website is the reason I had to call in the first place, as it is useless. I tried to download a copy of the manual for the camcorder I had just purchased, and nothing happens. Tried several times. Then, having had the telephone robot disconnect me several times, I went to the website to email the problem. You guessed it, the site won't accept the email. I click send, and my input page just sits there.",neg,-0.05208333333333333,0.275,"['absolutely', 'nonexistant', 'customer', 'support', 'rig', 'phon', 'e', 'line', 'recognize', 'previously', 'call', 'minute', 'earlier', 'answer', 'voice', 'tell', 'someone', 'help', 'minute', 'switch', 'another', 'robot', 'basically', 'say', 'phone', 'line', 'go', 'website', 'help', 'problem', 'website', 'reason', 'call', 'first', 'place', 'useless', 'try', 'download', 'copy', 'manual', 'camcorder', 'purchase', 'nothing', 'happens', 'try', 'severaltimes', 'telephone', 'robot', 'disconnect', 'severaltimes', 'go', 'website', 'email', 'problem', 'guess', 'site', 'wont', 'accept', 'email', 'click', 'send', 'input', 'page', 'sits']"
